Date,Location,Hum,Hum5,Hum10,Hum15,Hum20,Hum25,Hum30,Raf,Raf5,Raf10,Raf15,Raf20,Raf25,Raf30,RfD,RfD5,RfD10,RfD15,RfD20,RfD25,RfD30,Tav,Tav5,Tav10,Tav15,Tav20,Tav25,Tav30,Tmi,Tmi5,Tmi10,Tmi15,Tmi20,Tmi25,Tmi30,Tmx,Tmx5,Tmx10,Tmx15,Tmx20,Tmx25,Tmx30,LandUse,Mosq
2012.5.30,Congress,0.444,0.5092,0.4556,0.483666667,0.50785,0.47848,0.464066667,0,6.5,6.5,12.5,20.5,20.5,20.5,0,2,2,3,4,4,4,20.8,102.1,212.2,301.2,392,488.5,575.7,17.6,82.5,167.7,231.3,306.1,374.9,444.9,24.2,127.1,265.7,380.1,491.7,621.5,731.3,2,0
2012.5.31,Congress,0.586,0.5072,0.4609,0.469733333,0.5075,0.47928,0.4635,0,6.5,6.5,12.5,20.5,20.5,20.5,0,2,2,3,4,4,4,21.1,102.6,211.6,304.9,392.1,490.8,573.7,17.5,83.7,170.3,236.1,308,378.8,444.7,26.5,124.9,261.7,382.3,489.1,620.6,727.3,2,3
2012.6.1,Congress,0.523,0.5348,0.4847,0.469733333,0.5091,0.48996,0.467266667,0,6.5,6.5,12.5,20.5,20.5,20.5,0,1,2,2,4,4,4,21.3,103.7,209.2,309.1,396.2,493.7,570.9,15.9,87.4,170,240.8,311,383,442.6,26.8,124.9,259.1,386.6,495.6,622.9,724,2,2
2012.6.2,Congress,0.448,0.5082,0.5024,0.466866667,0.5063,0.49756,0.466766667,0,5.5,6.5,6.5,20.5,20.5,20.5,0,0,2,2,4,4,4,23,105.4,206.9,313.9,399.9,496.1,571.6,19.5,86.2,167.8,244,312.6,386.4,441.4,28.2,128,256.6,392.8,500.6,624.5,724.7,2,2
2012.6.3,Congress,0.389,0.4818,0.5077,0.462466667,0.5022,0.50448,0.465433333,0,0,6.5,6.5,20.5,20.5,20.5,0,0,2,2,3,4,4,23.3,107.8,208,318.5,403.7,498.4,574.7,17.9,89.2,169.6,251.7,317.2,390.9,445.4,28.8,130.5,256.9,396.7,503.9,624.5,727.2,2,2
2012.6.4,Congress,0.351,0.478,0.4936,0.463066667,0.48225,0.50188,0.464266667,0,0,6.5,6.5,12.5,20.5,20.5,0,0,2,2,3,4,4,23.6,109.5,211.6,321.7,410.7,501.5,579.5,18.1,88.4,170.9,256.1,319.7,394.5,449.6,28.6,134.5,261.6,400.2,514.6,626.2,730.9,2,9
2012.6.5,Congress,0.626,0.4594,0.4833,0.4604,0.46715,0.49788,0.465333333,0,0,6.5,6.5,12.5,20.5,20.5,0,0,2,2,3,4,4,22.8,112.3,214.9,323.9,417.2,504.4,584.9,20.1,88.9,172.6,259.2,325,396.9,454.4,27.7,138.9,263.8,400.6,521.2,628,735.3,2,0
2012.6.6,Congress,0.62,0.4674,0.5011,0.478933333,0.46915,0.50076,0.4751,0,0,6.5,6.5,12.5,20.5,20.5,0,0,1,2,2,4,4,22.9,114,217.7,323.2,423.1,510.2,588.8,20,91.5,178.9,261.5,332.3,402.5,462,28,140.1,265,399.2,526.7,635.7,737.8,2,2
2012.6.7,Congress,0.628,0.4868,0.4975,0.4972,0.47185,0.5024,0.4866,0,0,5.5,6.5,6.5,20.5,20.5,0,0,0,2,2,4,4,22.8,115.6,221,322.5,429.5,515.5,591,18.6,95.6,181.8,263.4,339.6,408.2,467,28.7,141.3,269.3,397.9,534.1,641.9,737.6,2,2
2012.6.8,Congress,0.664,0.5228,0.5023,0.512733333,0.47755,0.50632,0.4924,0,0,0,6.5,6.5,20.5,20.5,0,0,0,2,2,3,4,21.9,115.4,223.2,323.4,433.9,519.1,593.6,18.2,94.7,183.9,264.3,346.4,411.9,471.3,27.8,141.8,272.3,398.7,538.5,645.7,739.2,2,12
2012.6.9,Congress,0.595,0.5778,0.5279,0.521666667,0.49175,0.50136,0.4995,0,0,0,6.5,6.5,12.5,20.5,0,0,0,2,2,3,4,24,114,223.5,325.6,435.7,524.7,594.8,19.6,95,183.4,265.9,351.1,414.7,473.8,30.4,140.8,275.3,402.4,541,655.4,740.2,2,9
2012.6.10,Congress,0.588,0.6266,0.543,0.531066667,0.50195,0.49904,0.500866667,0,0,0,6.5,6.5,12.5,20.5,0,0,0,2,2,3,4,24,114.4,226.7,329.3,438.3,531.6,601.8,20.2,96.5,185.4,269.1,355.7,421.5,478.9,29,142.6,281.5,406.4,543.2,663.8,750.6,2,14
2012.6.11,Congress,0.594,0.619,0.5432,0.5404,0.51395,0.49912,0.501166667,0,0,0,6.5,6.5,12.5,20.5,0,0,0,1,2,2,4,23.7,115.6,229.6,333.3,438.8,538.7,608.2,20.9,96.6,188.1,275.5,358.1,428.9,484.8,27.9,143.9,284,408.9,543.1,670.6,757.8,2,5
2012.6.12,Congress,0.589,0.6138,0.5503,0.536266667,0.52635,0.50024,0.5033,0,0,0,5.5,6.5,6.5,20.5,0,0,0,0,2,2,3,23,116.4,232,337.4,438.9,545.9,612.7,19.8,97.5,193.1,279.3,360.9,437.1,490.8,29.7,143.8,285.1,413.1,541.7,677.9,760.8,2,6
2012.6.13,Congress,0.531,0.606,0.5644,0.536866667,0.53605,0.50324,0.496666667,0,0,0,0,6.5,6.5,12.5,0,0,0,0,2,2,3,23.4,116.6,232,339.8,440,550.5,619.4,18.8,98.7,193.4,282.6,363,445.1,495.2,28.9,144.8,286.6,417.1,543.5,683.3,772.4,2,146
2012.6.14,Congress,0.491,0.5794,0.5786,0.545066667,0.5361,0.50928,0.4926,0,0,0,0,6.5,6.5,12.5,0,0,0,0,2,2,3,24.8,118.1,232.1,341.6,443.7,553.8,625.7,20.1,99.3,194.3,282.7,365.2,450.4,501.2,30.7,145.9,286.7,421.2,548.3,686.9,779.3,2,11
2012.6.15,Congress,0.528,0.5586,0.5926,0.5482,0.53795,0.51328,0.489433333,0,0,0,0,6.5,6.5,12.5,0,0,0,0,2,2,2,23.7,118.9,233.3,345.6,448.2,557.2,633.6,21.1,99.8,196.3,285.2,368.9,455.5,508.5,27.8,146.2,288.8,427.7,552.6,689.4,787.8,2,9
2012.6.16,Congress,0.613,0.5466,0.5828,0.544333333,0.54195,0.52048,0.488166667,0,0,0,0,6.5,6.5,6.5,0,0,0,0,1,2,2,23.6,118.6,234.2,348.2,451.9,557.4,640.8,19.8,100.7,197.3,288.8,376.2,458.8,516.9,29.5,145,288.9,429,553.9,688.1,795,2,11
2012.6.17,Congress,0.525,0.5504,0.5821,0.550333333,0.5398,0.53116,0.491466667,0,0,0,0,5.5,6.5,6.5,0,0,0,0,0,2,2,23.8,118.5,234.9,350.5,455.9,557.4,646,18.3,99.6,197.1,292.7,378.9,460.5,524.9,29.3,146.6,290.4,431.7,559.7,688.3,800.2,2,8
2012.6.18,Congress,0.465,0.5376,0.5718,0.555466667,0.53705,0.53636,0.4963,0,0,0,0,0,6.5,6.5,0,0,0,0,0,2,2,25.4,119.3,235.9,351.3,459.1,559.3,649.7,20.7,98.1,196.8,291.5,380.7,461.1,529.7,30.2,146.2,291,432.8,563.3,689.7,804.2,2,29
2012.6.19,Congress,0.448,0.5244,0.5519,0.560533333,0.5399,0.53376,0.498766667,0,0,0,0,0,6.5,6.5,0,0,0,0,0,2,2,26.4,121.3,239.4,353.4,462.9,565,653.7,21.4,100,199.3,294.3,382.7,465.2,535.4,33.7,147.5,293.4,434.2,568.7,695.8,806.2,2,0
2012.6.20,Congress,0.491,0.5158,0.5372,0.567,0.5401,0.53352,0.5021,0,0,0,0,0,6.5,6.5,0,0,0,0,0,2,2,25.3,122.9,241.8,356.2,468.5,571.1,656.6,21.6,101.3,201.1,297.6,386.5,470.2,539,32.3,150.5,296.7,439.3,578.2,703.1,810.8,2,29
2012.6.21,Congress,0.553,0.5084,0.5275,0.558,0.53535,0.53524,0.506933333,0,0,0,0,0,6.5,6.5,0,0,0,0,0,1,2,25.5,124.5,243.1,358.7,472.7,576.4,658.3,21.3,101.8,202.5,299.1,390.6,478,542.5,32.7,155,300,443.9,584,708.9,813.8,2,8
2012.6.22,Congress,0.614,0.4964,0.5234,0.553533333,0.53685,0.53112,0.5122,0,0,0,0,0,5.5,6.5,0,0,0,0,0,0,2,24.2,126.4,244.9,361.3,476.9,582.3,661.9,20.3,103.3,202.9,300.4,396,482.2,546.1,28.6,158.2,304.8,448.6,589.9,717.9,818.6,2,42
2012.6.23,Congress,0.558,0.5142,0.5259,0.5526,0.54515,0.53248,0.515,0,0,0,0,0,0,6.5,0,0,0,0,0,0,2,26.3,126.8,246.1,362.7,478.1,585.9,666.4,21.4,105.3,203.4,302.1,396.8,486,549.8,30.8,157.5,303.7,448.5,590.3,720.8,823.1,2,44
2012.6.24,Congress,0.483,0.5328,0.5286,0.545533333,0.5536,0.53848,0.518466667,0,0,0,0,0,0,6.5,0,0,0,0,0,0,2,27.6,127.7,249,367.1,481.1,590.6,672.4,23.5,106,206,305.3,400.3,488.7,554.8,32.4,158.1,305.6,451.5,592.3,726.8,827.5,2,35
2012.6.25,Congress,0.405,0.5398,0.5278,0.538066667,0.5602,0.54004,0.519633333,0,0,0,0,0,0,6.5,0,0,0,0,0,0,1,26.7,128.9,251.8,370.7,485.1,597.4,680,22.4,108.1,209.4,309.2,405.7,494.6,564.5,32.9,156.8,307.3,453.5,596.1,735,833.4,2,21
2012.6.26,Congress,0.449,0.5226,0.5155,0.525866667,0.54915,0.5328,0.511266667,0,0,0,0,0,0,5.5,0,0,0,0,0,0,0,24.6,130.3,254.8,373.4,489,603,687.1,21.1,108.9,210.7,311.4,408,499.5,569.8,31.1,157.4,312.4,457.4,601.3,741.4,842.6,2,15
2012.6.27,Congress,0.471,0.5018,0.4991,0.5162,0.5406,0.52984,0.5069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.9,129.4,255.8,374.3,490.7,606.3,691.1,19.8,108.7,212,311.6,409.1,504.7,574.4,31.3,155.8,314,460.6,604.4,745.7,848,2,14
2012.6.28,Congress,0.504,0.4732,0.4937,0.508333333,0.53275,0.53076,0.509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25.3,130.1,256.9,376.2,492.8,608.2,694.4,21.3,108.2,213.5,311.6,410.3,505,575.5,29.3,158.5,316,462.2,607,748.8,854.5,2,14
2012.6.29,Congress,0.604,0.4624,0.4976,0.506533333,0.52475,0.53536,0.511,12,0,0,0,0,0,0,1,1,1,1,1,1,1,26.1,129.1,256.8,378.1,496.2,610.2,698.9,22,108.1,214.1,314.1,413.4,508.4,579.2,31.9,157,315.1,462.6,608.5,749.3,859.6,2,27
2012.6.30,Congress,0.878,0.4866,0.5132,0.514066667,0.5252,0.54548,0.5116,94,12,12,12,12,12,12,1,2,2,2,2,2,2,21.9,127.6,256.5,379.4,498.3,612.7,703.9,20.3,106.6,214.7,316,415.8,512.3,583.7,23.6,156.5,313.3,463.8,610,752.6,865,2,0
2012.7.1,Congress,0.801,0.5812,0.5519,0.5374,0.5397,0.55556,0.523433333,0,106,106,106,106,106,106,0,2,2,2,2,2,2,22,122.8,253.1,377.6,496.2,611.8,704.5,19.1,104.5,213.4,315.2,415.9,512.5,588.1,25.6,147.2,304.6,459.6,604.6,748.5,861.8,2,5
2012.7.2,Congress,0.628,0.6516,0.5767,0.549933333,0.55005,0.5628,0.5352,0,106,106,106,106,106,106,0,2,2,2,2,2,2,24.6,120.2,249.6,376,494.5,610.9,703.5,21.6,102.5,211.2,314.5,414.1,511.6,587.7,30,141.7,297.5,455.7,602.3,746.1,859.2,2,14
2012.7.3,Congress,0.781,0.683,0.5781,0.5568,0.552,0.5628,0.543166667,0,106,106,106,106,106,106,0,2,2,2,2,2,2,23.6,119.9,250,376.8,496.1,612.7,704.8,20.1,104.3,212.5,317.8,415.9,514.6,591.4,27.3,140.4,298.9,456.4,602.6,747.4,860.4,2,26
2012.7.4,Congress,0.798,0.7384,0.6004,0.577866667,0.5645,0.56748,0.5575,0,106,106,106,106,106,106,0,1,2,2,2,2,2,24.6,118.2,247.3,375,496.3,614.4,704.8,23,103.1,211.2,317.2,417.2,516.5,593.4,27.7,138.4,295.4,453.5,601,746.9,859.1,2,2
2012.7.5,Congress,0.896,0.7772,0.6319,0.6012,0.57985,0.5756,0.563233333,38.5,94,106,106,106,106,106,1,1,3,3,3,3,3,23.3,116.7,244.3,373.2,496.1,615,706.6,21.5,104.1,210.7,318.8,420.1,519.9,596.3,25.4,134.2,290.7,447.5,598,744.2,859.1,2,8
2012.7.6,Congress,0.888,0.7808,0.681,0.6282,0.59825,0.58792,0.572433333,132,38.5,144.5,144.5,144.5,144.5,144.5,1,2,4,4,4,4,4,21.1,118.1,240.9,371.2,495.7,614.3,707,20.2,105.3,209.8,318.7,420.5,521.2,597.8,21.8,136,283.2,440.6,595.6,740.6,856.5,2,8
2012.7.7,Congress,0.621,0.7982,0.7249,0.650533333,0.612,0.59968,0.5811,0,170.5,276.5,276.5,276.5,276.5,276.5,0,2,4,4,4,4,4,24.7,117.2,237.4,366.8,493.2,611.7,705.3,18.7,106.4,208.9,317.6,420.9,520.5,599.4,31.1,132.2,273.9,429.7,587.9,734.5,849.6,2,11
2012.7.8,Congress,0.645,0.7968,0.7399,0.651,0.6168,0.60096,0.579666667,0,170.5,276.5,276.5,276.5,276.5,276.5,0,2,4,4,4,4,4,25.7,117.3,237.2,367.3,494.1,613.4,708.1,21.6,103.5,207.8,316,421.3,519.4,599.9,30.7,133.3,273.7,432.2,589.7,735.9,852.9,2,17
2012.7.9,Congress,0.641,0.7696,0.754,0.6568,0.6258,0.60552,0.581333333,0,170.5,276.5,276.5,276.5,276.5,276.5,0,2,3,4,4,4,4,26.5,119.4,237.6,366.7,494.4,615.7,709.8,21.6,105,208.1,316.2,422.2,522.2,601.9,31.7,136.7,275.1,432.1,590.2,737.7,853.2,2,51
2012.7.10,Congress,0.674,0.7382,0.7577,0.667333333,0.63545,0.61152,0.5831,5,170.5,264.5,276.5,276.5,276.5,276.5,1,2,3,5,5,5,5,25.8,121.3,238,365.6,494.5,617.4,712.3,20.7,103.6,207.7,314.3,422.4,523.7,603.3,28.8,140.7,274.9,431.4,588.2,738.7,855.9,2,50
2012.7.11,Congress,0.835,0.6938,0.7373,0.685266667,0.6446,0.61736,0.585766667,7,137,175.5,281.5,281.5,281.5,281.5,1,2,4,6,6,6,6,23.8,123.8,241.9,364.7,495,619.5,714.4,20.6,102.8,208.1,312.6,421.5,523.3,603.1,26.9,144.1,280.1,427.3,584.7,739.7,856.8,2,18
2012.7.12,Congress,0.723,0.6832,0.7407,0.711,0.6587,0.62624,0.593966667,0,12,182.5,288.5,288.5,288.5,288.5,0,2,4,6,6,6,6,24.7,126.5,243.7,363.9,493.3,619.7,715.2,20.9,103.2,209.6,312.1,420.8,524.1,603.9,28.5,149.2,281.4,423.1,578.9,737.1,854,2,5
2012.7.13,Congress,0.761,0.7036,0.7502,0.7278,0.66415,0.63416,0.600366667,43.5,12,182.5,288.5,288.5,288.5,288.5,1,3,5,7,7,7,7,26.2,126.5,243.8,363.7,493.8,620.6,716.5,21.8,105.4,208.9,313.2,421.4,526.7,606,29.7,146.6,279.9,420.3,578.8,736.3,853.6,2,35
2012.7.14,Congress,0.821,0.7268,0.7482,0.744933333,0.6743,0.646,0.609366667,8.5,55.5,226,332,332,332,332,1,4,6,7,8,8,8,23.1,127,246.4,364.6,493.7,621.4,717.9,20.5,105.6,210.6,313.7,421.8,527.8,607.7,26.3,145.6,282.3,420.7,577.7,735.8,852.6,2,47
2012.7.15,Congress,0.895,0.7628,0.7505,0.7594,0.6912,0.66092,0.619133333,34,64,234.5,328.5,340.5,340.5,340.5,1,4,6,7,9,9,9,19.9,123.6,244.9,361.6,489.2,618.1,717.3,19,104.5,208.1,312.2,418.8,526.9,607.1,21,140.2,280.9,415.1,571.6,728.4,851.1,2,0
2012.7.16,Congress,0.803,0.807,0.7504,0.760533333,0.7157,0.67708,0.628533333,1.5,93,230,268.5,374.5,374.5,374.5,1,4,6,8,10,10,10,22,117.7,241.5,359.6,482.4,612.7,713.6,19.1,102.8,205.6,310.9,415.4,524.3,606.3,25.3,132.4,276.5,412.5,559.7,717.1,842.6,2,2
2012.7.17,Congress,0.705,0.8006,0.7419,0.760666667,0.7334,0.68708,0.6378,0.5,87.5,99.5,270,376,376,376,1,5,7,9,11,11,11,25.4,115.9,242.4,359.6,479.8,609.2,711.8,21.7,101.3,204.5,310.9,413.4,522.1,607.1,29.1,130.8,280,412.2,553.9,709.7,838.6,2,11
2012.7.18,Congress,0.788,0.797,0.7503,0.7658,0.7451,0.69072,0.6458,2,88,100,270.5,376.5,376.5,376.5,1,5,8,10,12,12,12,26.4,116.6,243.1,360.4,480.3,610.4,711.8,25,102.1,207.5,311,415.3,523.5,608.1,28.6,131.4,278,411.3,551.7,710.2,837.5,2,1224
2012.7.19,Congress,0.853,0.8024,0.7646,0.766266667,0.7593,0.69992,0.657133333,84.5,46.5,102,272.5,378.5,378.5,378.5,1,5,9,11,12,13,13,24,116.8,243.8,363.2,481.4,610.5,711.8,22.4,105.3,210.9,315.9,419,527.1,611.7,26.6,130.3,275.9,412.6,551,708,832.4,2,32
2012.7.20,Congress,0.736,0.8088,0.7858,0.769933333,0.77175,0.71472,0.6692,0.5,122.5,186.5,357,451,463,463,1,5,9,11,12,14,14,25.9,117.7,241.3,362.6,479.3,606.9,710.5,22,107.2,211.7,315.3,419.4,526,612.5,30.2,130.6,270.8,411.5,545.7,702.2,826.7,2,0
2012.7.21,Congress,0.674,0.777,0.792,0.759266667,0.76465,0.72796,0.6753,0,89,182,319,357.5,463.5,463.5,0,4,8,10,12,14,14,27.6,123.7,241.4,365.2,483.3,606.1,710.9,24.2,110.2,213,315.8,421.1,525.6,613.2,31.4,139.8,272.2,416.3,552.3,699.5,824.2,2,15
2012.7.22,Congress,0.744,0.7512,0.7759,0.745,0.7583,0.73696,0.6773,10,87.5,175,187,357.5,463.5,463.5,1,4,9,11,13,15,15,27.6,129.3,245.2,371.7,488.9,609.1,714.3,23.9,115.3,216.6,319.8,426.2,528.7,617.1,30.9,145.9,276.7,425.9,558.1,699.8,827,2,39
2012.7.23,Congress,0.739,0.759,0.778,0.7532,0.7641,0.74788,0.6835,1,97,185,197,367.5,473.5,473.5,1,4,9,12,14,16,16,27.9,131.5,248.1,374.6,491.9,611.8,715.6,25.3,117.5,219.6,325,428.5,532.8,619.6,30.8,147.7,279.1,425.7,559,699.4,827.1,2,32
2012.7.24,Congress,0.719,0.7492,0.7758,0.759466667,0.762,0.75728,0.692033333,0,96,142.5,198,368.5,474.5,474.5,0,3,8,12,14,15,16,28.1,133,249.8,376.8,496.2,614.4,715.9,25.5,117.8,223.1,328.7,433.7,536.8,621.4,32.6,149.9,280.2,425.8,562.5,700.9,825.5,2,50
2012.7.25,Congress,0.68,0.7224,0.7656,0.764666667,0.75805,0.76188,0.7025,0,11.5,134,198,368.5,462.5,474.5,0,2,7,11,13,14,16,28.2,137.1,254.8,378.4,499.7,616.4,717.3,24.4,120.9,228.1,332.6,436.2,540.3,624.5,32.5,155.9,286.5,426.7,567.4,701.6,825.2,2,35
2012.7.26,Congress,0.634,0.7112,0.7441,0.765066667,0.74725,0.75396,0.7102,0,11,100,193,330,368.5,474.5,0,2,6,10,12,14,16,28.1,139.4,263.1,380.8,504.6,622.7,720.9,24.2,123.3,233.5,336.3,439.1,544.4,627.8,32.5,158.2,298,430.4,574.5,710.5,826.6,2,32
2012.7.27,Congress,0.68,0.7032,0.7272,0.751666667,0.73455,0.74728,0.715633333,0,11,98.5,186,198,368.5,474.5,0,1,5,10,12,14,16,28.2,139.9,269.2,385.1,511.6,628.8,724.1,24.3,123.3,238.6,339.9,443.1,549.5,632.2,32.2,159.3,305.2,436,585.2,717.4,827.8,2,47
2012.7.28,Congress,0.673,0.6904,0.7247,0.7488,0.7375,0.74936,0.7215,0,1,98,186,198,368.5,474.5,0,0,4,9,12,14,15,28.3,140.5,272,388.6,515.1,632.4,727,24.8,123.7,241.2,343.3,448.7,552.2,635.2,32.7,160.6,308.3,439.7,586.3,719.6,830.7,2,77
2012.7.29,Congress,0.668,0.6772,0.7132,0.742933333,0.7389,0.74504,0.7238,0,0,96,142.5,198,368.5,462.5,0,0,3,8,12,14,14,29,140.9,273.9,390.7,517.7,637.1,729.2,25.7,123.2,241,346.3,451.9,556.9,638,32.7,162.5,312.4,442.7,588.3,725,831.5,2,92
2012.7.30,Congress,0.723,0.667,0.6947,0.732733333,0.74025,0.73984,0.7168,11,0,11.5,134,198,368.5,368.5,1,1,3,8,12,14,15,28.5,141.8,278.9,396.6,520.2,641.5,736.3,22.7,123.4,244.3,351.5,456,559.6,643.4,31.6,162.6,318.5,449.1,589.3,730,840.6,2,60
2012.7.31,Congress,0.661,0.6756,0.6934,0.721266667,0.7427,0.73292,0.7142,0,11,22,111,204,341,379.5,0,1,3,7,11,13,15,29.3,142.1,281.5,405.2,522.9,646.7,742.8,26.5,121.7,245,355.2,458,560.8,647,32.9,161.7,319.9,459.7,592.1,736.2,846.6,2,48
2012.8.1,Congress,0.568,0.681,0.6921,0.7118,0.734,0.72384,0.7153,0,11,22,109.5,197,209,379.5,0,1,2,6,11,13,15,31.1,143.3,283.2,412.5,528.4,654.9,747.5,26.4,124,247.3,362.6,463.9,567.1,651.9,35.2,162.1,321.4,467.3,598.1,747.3,849.5,2,3
2012.8.2,Congress,0.536,0.6586,0.6745,0.702666667,0.72625,0.72172,0.7082,0,11,12,109,197,209,379.5,0,1,1,5,10,13,15,30.8,146.2,286.7,418.2,534.8,661.3,755,26.8,126.1,249.8,367.3,469.4,574.8,658.2,35.5,165.1,325.7,473.4,604.8,751.4,857.4,2,72
2012.8.3,Congress,0.519,0.6312,0.6542,0.685866667,0.715,0.71736,0.699466667,0,11,11,107,153.5,209,379.5,0,1,1,4,9,13,14,31.2,148.7,289.6,422.6,539.4,666.4,761.2,27.5,128.1,251.3,369.1,474.4,580,662,35.3,167.9,330.4,480.3,610.6,756.2,865.2,2,8
2012.8.4,Congress,0.501,0.6014,0.6342,0.6636,0.6999,0.71248,0.6869,0,11,11,22.5,145,209,341,0,0,1,3,8,12,13,31.7,150.9,292.7,429.8,547.5,671.1,769.1,28,129.9,253.3,374.2,481.4,585.9,668,35.7,170.5,333.1,489,619.6,759.8,875.1,2,38
2012.8.5,Congress,0.51,0.557,0.6163,0.647933333,0.6802,0.70556,0.674,0,0,11,22,111,204,209,0,0,1,3,7,11,13,32,154.1,296.2,435.6,559.3,677,779.7,27.9,135.2,256.9,380.2,490.4,593.2,675.8,35.8,174.6,336.3,494.5,634.3,766.7,889,2,33
2012.8.6,Congress,0.541,0.5268,0.6039,0.637,0.66555,0.69256,0.6703,0,0,11,22,109.5,197,209,0,0,1,2,6,11,13,31.6,156.8,300.1,440,569.3,685.2,787,28.2,136.6,260.6,383.9,499.2,600.5,685,35.4,177.5,339.6,498.9,644.8,775.6,893.7,2,10658
