,2011-06-03,2011-06-02,2011-06-01,2011-05-26,2011-05-25,2011-05-24,2011-05-21,2011-05-16,2011-05-15,2011-05-14,2011-05-13,2011-05-12,2011-05-11,2011-05-10,2011-05-09,2011-05-08,2011-05-07,2011-05-06,2011-05-05,2011-05-04
tav15,0.587111111,0.589333333,0.588555556,0.555,0.548555556,0.545888889,0.541333333,0.524111111,0.504555556,0.501,0.497111111,0.49200000000000005,0.484777778,0.47866666700000005,0.46866666700000004,0.46066666700000003,0.45433333299999995,0.452222222,0.444555556,0.43822222200000005
tav20,0.5775,0.57375,0.57225,0.550166667,0.54625,0.5418333329999999,0.5335833329999999,0.495166667,0.49025,0.48458333299999995,0.481333333,0.47566666700000004,0.473083333,0.46825,0.461083333,0.45233333299999995,0.45,0.44675,0.44225,0.43908333299999996
tav25,0.568466667,0.567666667,0.565733333,0.5422,0.5268666670000001,0.5216666670000001,0.5085333329999999,0.483733333,0.4796,0.47533333299999997,0.47053333299999994,0.46793333299999995,0.464533333,0.46166666700000003,0.4572,0.45306666700000003,0.449666667,0.44613333299999997,0.441533333,0.4372
tav30,0.552888889,0.5515,0.55,0.513833333,0.5071111110000001,0.501555556,0.488833333,0.46799999999999997,0.46505555600000004,0.462722222,0.461722222,0.45899999999999996,0.455,0.4515,0.447111111,0.44277777799999996,0.440944444,0.437611111,0.433555556,0.430666667
",tmi",0.48666666700000005,0.505,0.5033333329999999,0.54,0.543333333,0.485,0.46333333299999996,0.431666667,0.46833333299999996,0.45333333299999995,0.42666666700000005,0.445,0.49166666700000006,0.5016666670000001,0.495,0.441666667,0.45333333299999995,0.48666666700000005,0.46833333299999996,0.41666666700000005
tmi5,0.525333333,0.526333333,0.527666667,0.491,0.485,0.499,0.483333333,0.457,0.46366666700000003,0.47200000000000003,0.475,0.47666666700000004,0.47566666700000004,0.469,0.45333333299999995,0.454666667,0.443666667,0.430333333,0.42466666700000005,0.41700000000000004
tmi10,0.5215,0.523166667,0.517,0.48716666700000005,0.47966666700000005,0.4765,0.47016666700000004,0.46633333299999996,0.46633333299999996,0.46266666700000003,0.46483333299999996,0.46016666700000003,0.45299999999999996,0.44683333299999994,0.435166667,0.429,0.423833333,0.41633333299999997,0.40616666700000004,0.40116666700000003
tmi15,0.514,0.5121111110000001,0.507888889,0.47711111100000003,0.47433333299999997,0.475,0.47200000000000003,0.45433333299999995,0.452444444,0.447444444,0.444333333,0.441444444,0.436111111,0.427111111,0.418555556,0.41333333299999997,0.409222222,0.403111111,0.39533333299999995,0.39177777799999997
tmi20,0.499,0.49508333299999996,0.492166667,0.47675,0.473,0.469583333,0.461583333,0.441333333,0.43625,0.43191666700000003,0.42875,0.42608333299999995,0.42125,0.41375,0.40716666700000004,0.402583333,0.39925,0.39333333299999995,0.3905,0.38825
tmi25,0.4936,0.491066667,0.489066667,0.467466667,0.46333333299999996,0.45906666700000004,0.44973333299999996,0.4284,0.423733333,0.420133333,0.41706666700000006,0.414733333,0.4098,0.4062,0.401266667,0.39799999999999996,0.3932,0.3882,0.3854,0.38286666700000005
tmi30,0.481333333,0.478388889,0.476555556,0.451222222,0.44683333299999994,0.442888889,0.43272222200000005,0.41372222200000003,0.410388889,0.409,0.40716666700000004,0.40433333299999996,0.39905555600000003,0.39438888899999996,0.391166667,0.388222222,0.385888889,0.382944444,0.37872222200000005,0.37622222200000005
tmx,0.668333333,0.66,0.6166666670000001,0.66,0.718333333,0.723333333,0.565,0.6233333329999999,0.6466666670000001,0.63,0.575,0.6083333329999999,0.596666667,0.571666667,0.638333333,0.653333333,0.6266666670000001,0.561666667,0.656666667,0.6233333329999999
tmx5,0.6829999999999999,0.694666667,0.704666667,0.669,0.644333333,0.6313333329999999,0.6376666670000001,0.6113333329999999,0.596333333,0.598,0.613666667,0.6173333329999999,0.6103333329999999,0.6273333329999999,0.6243333329999999,0.6133333329999999,0.609,0.602,0.5720000000000001,0.560333333
tmx10,0.6901666670000001,0.693,0.696333333,0.653333333,0.646166667,0.636833333,0.6245,0.610833333,0.611833333,0.611166667,0.6135,0.613166667,0.606166667,0.599666667,0.592333333,0.5775,0.565,0.553666667,0.5405,0.528
tmx15,0.670555556,0.672,0.6728888890000001,0.639333333,0.629555556,0.623888889,0.619777778,0.6078888889999999,0.598555556,0.5942222220000001,0.589555556,0.582444444,0.572555556,0.5694444439999999,0.560111111,0.549666667,0.541444444,0.541222222,0.533555556,0.5267777779999999
tmx20,0.6635,0.65925,0.658833333,0.632083333,0.629,0.624,0.6153333329999999,0.58225,0.5761666670000001,0.569583333,0.565666667,0.560416667,0.5585,0.557,0.551166667,0.54025,0.537333333,0.537333333,0.5335833329999999,0.530333333
tmx25,0.6504,0.650133333,0.6505333329999999,0.626066667,0.6176,0.611266667,0.593333333,0.5690666670000001,0.564866667,0.560533333,0.5549333329999999,0.553333333,0.5519333329999999,0.552333333,0.549133333,0.5444,0.54,0.538066667,0.532333333,0.5274
tmx30,0.633611111,0.632388889,0.631777778,0.599333333,0.590333333,0.583722222,0.5702222220000001,0.551444444,0.548611111,0.547,0.546444444,0.544,0.541333333,0.539388889,0.535222222,0.530111111,0.527611111,0.523555556,0.519388889,0.516833333
landuse,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
